Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Product_Category,Sub_Category,Product Name,Sales_Amount,Unit_Price,Unit_Cost,Sales_Channel,Payment_Method,Customer_Type,Quantity,Profit,
5126,CA-2015-160766,14-09-2015,14-09-2015,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,68.46,7.606666667,6.085333333,Online,Card,Returning,9,13.692,
5127,CA-2015-160766,14-09-2015,14-09-2015,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,2799.96,349.995,279.996,Online,Cash,New,8,559.992,
5128,CA-2015-160766,14-09-2015,14-09-2015,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601.3,100.2166667,80.17333333,Retail,Cash,Returning,6,120.26,
5129,CA-2015-160766,14-09-2015,14-09-2015,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,16.99,3.398,2.7184,Online,Card,Returning,5,3.398,
5130,CA-2015-160766,14-09-2015,14-09-2015,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,TEC-PH-10000526,Technology,Phones,Vtech CS6719,287.97,287.97,230.376,Online,UPI,New,1,57.594,
5131,CA-2015-160766,14-09-2015,14-09-2015,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,44.82,6.402857143,5.122285714,Retail,Card,Returning,7,8.964,
5132,CA-2018-146626,29-12-2018,05-01-2019,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Anaheim,California,92804,West,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,101.12,10.112,8.0896,Retail,UPI,Returning,10,20.224,
5133,CA-2016-123330,21-06-2016,27-06-2016,Standard Class,EP-13915,Emily Phan,Consumer,United States,Deltona,Florida,32725,South,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,107.976,10.7976,8.63808,Online,Cash,New,10,21.5952,
5134,CA-2018-155607,26-11-2018,30-11-2018,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10009,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,58.73,6.525555556,5.220444444,Retail,Card,New,9,11.746,
5135,CA-2018-155607,26-11-2018,30-11-2018,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10009,East,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,93.344,9.3344,7.46752,Retail,Card,New,10,18.6688,
5136,CA-2017-151323,23-10-2017,28-10-2017,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Seattle,Washington,98103,West,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,17.05,17.05,13.64,Online,UPI,Returning,1,3.41,
5137,CA-2016-146696,14-12-2016,19-12-2016,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Diego,California,92105,West,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,8.096,1.012,0.8096,Retail,Cash,New,8,1.6192,
5138,CA-2017-128972,13-11-2017,17-11-2017,Standard Class,TS-21430,Tom Stivers,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,10.12,8.096,Online,Cash,New,3,6.072,
5139,CA-2018-128335,29-09-2018,05-10-2018,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Mount Vernon,New York,10550,East,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23.34,2.334,1.8672,Retail,Card,New,10,4.668,
5140,CA-2018-128335,29-09-2018,05-10-2018,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Mount Vernon,New York,10550,East,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.55,8.591666667,6.873333333,Retail,Card,New,6,10.31,
5141,CA-2016-154886,08-11-2016,12-11-2016,Standard Class,SW-20455,Shaun Weien,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,119.9,29.975,23.98,Online,Card,New,4,23.98,
5142,CA-2017-111213,01-04-2017,05-04-2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.492,439.164,351.3312,Online,Card,Returning,3,263.4984,
5143,CA-2017-111213,01-04-2017,05-04-2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009,East,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,63.84,10.64,8.512,Online,UPI,New,6,12.768,
5144,CA-2017-111213,01-04-2017,05-04-2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592,0.399111111,0.319288889,Retail,Cash,New,9,0.7184,
5145,CA-2018-161333,02-02-2018,07-02-2018,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",86.26,86.26,69.008,Online,UPI,Returning,1,17.252,
5146,CA-2018-161333,02-02-2018,07-02-2018,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",139.04,17.38,13.904,Online,Card,New,8,27.808,
5147,CA-2018-161333,02-02-2018,07-02-2018,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,46.8,7.8,6.24,Online,Card,Returning,6,9.36,
5148,CA-2018-128734,24-12-2018,31-12-2018,Standard Class,JL-15175,James Lanier,Home Office,United States,Chandler,Arizona,85224,West,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.544,1.424,1.1392,Retail,UPI,New,6,1.7088,
5149,CA-2018-128734,24-12-2018,31-12-2018,Standard Class,JL-15175,James Lanier,Home Office,United States,Chandler,Arizona,85224,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,842.376,842.376,673.9008,Retail,UPI,New,1,168.4752,
5150,CA-2015-141796,21-06-2015,21-06-2015,Same Day,JG-15160,James Galang,Consumer,United States,Long Beach,New York,11561,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1214.85,202.475,161.98,Retail,Card,New,6,242.97,
5151,CA-2018-125101,06-03-2018,10-03-2018,Second Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94109,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",67.78,6.778,5.4224,Online,UPI,Returning,10,13.556,
5152,CA-2018-169929,25-09-2018,28-09-2018,First Class,LS-17200,Luke Schmidt,Corporate,United States,Helena,Montana,59601,West,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,39.9,13.3,10.64,Retail,UPI,Returning,3,7.98,
5153,US-2015-121566,30-06-2015,06-07-2015,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011,East,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.688,0.896,0.7168,Online,Card,New,3,0.5376,
5154,US-2015-121566,30-06-2015,06-07-2015,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011,East,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",6.6,0.66,0.528,Retail,Card,New,10,1.32,
5155,US-2016-124219,07-08-2016,08-08-2016,First Class,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122,Central,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",28.4,28.4,22.72,Online,UPI,New,1,5.68,
5156,US-2016-124219,07-08-2016,08-08-2016,First Class,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122,Central,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",212.94,23.66,18.928,Online,Card,New,9,42.588,
5157,CA-2018-163006,30-06-2018,04-07-2018,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653,Central,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1001.584,125.198,100.1584,Retail,UPI,New,8,200.3168,
5158,CA-2018-163006,30-06-2018,04-07-2018,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653,Central,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,569.058,56.9058,45.52464,Retail,Cash,New,10,113.8116,
5159,CA-2018-163006,30-06-2018,04-07-2018,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",14.224,2.370666667,1.896533333,Online,UPI,Returning,6,2.8448,
5160,CA-2016-156146,26-10-2016,30-10-2016,Second Class,AG-10495,Andrew Gjertsen,Corporate,United States,Peoria,Arizona,85345,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,105.584,35.19466667,28.15573333,Retail,UPI,New,3,21.1168,
5161,CA-2016-156146,26-10-2016,30-10-2016,Second Class,AG-10495,Andrew Gjertsen,Corporate,United States,Peoria,Arizona,85345,West,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,68.72,34.36,27.488,Retail,UPI,New,2,13.744,
5162,CA-2015-111192,30-07-2015,05-08-2015,Standard Class,TS-21430,Tom Stivers,Corporate,United States,Seattle,Washington,98103,West,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.84,136.784,109.4272,Retail,Cash,Returning,10,273.568,
5163,CA-2017-115378,18-11-2017,23-11-2017,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Taylor,Michigan,48180,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,30.196,24.1568,Online,UPI,New,10,60.392,
5164,CA-2016-161627,06-07-2016,11-07-2016,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,170.352,42.588,34.0704,Retail,Cash,New,4,34.0704,
5165,CA-2015-121006,10-11-2015,16-11-2015,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,OFF-AR-10001149,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",3.9,0.975,0.78,Online,Card,Returning,4,0.78,
5166,CA-2015-121006,10-11-2015,16-11-2015,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,12.84,1.426666667,1.141333333,Online,Cash,New,9,2.568,
5167,CA-2015-121006,10-11-2015,16-11-2015,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),15.84,5.28,4.224,Online,Card,New,3,3.168,
5168,CA-2015-121006,10-11-2015,16-11-2015,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,563.94,80.56285714,64.45028571,Online,UPI,Returning,7,112.788,
5169,CA-2015-121006,10-11-2015,16-11-2015,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,62.94,7.8675,6.294,Online,Cash,New,8,12.588,
5170,CA-2015-121006,10-11-2015,16-11-2015,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,535.41,428.328,Retail,Cash,Returning,1,107.082,
5171,CA-2017-122903,27-05-2017,29-05-2017,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,48205,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504.9,438.1125,350.49,Retail,Cash,New,8,700.98,
5172,CA-2017-122903,27-05-2017,29-05-2017,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,48205,Central,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,144.12,14.412,11.5296,Retail,Cash,New,10,28.824,
5173,CA-2017-122903,27-05-2017,29-05-2017,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,48205,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,314.55,39.31875,31.455,Online,Card,New,8,62.91,
5174,CA-2016-107741,08-03-2016,10-03-2016,First Class,FC-14335,Fred Chung,Corporate,United States,Pueblo,Colorado,81001,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.408,1.704,1.3632,Online,UPI,Returning,2,0.6816,
5175,CA-2018-106432,19-10-2018,24-10-2018,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Waco,Texas,76706,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",2.072,1.036,0.8288,Online,Cash,New,2,0.4144,
5176,CA-2018-106432,19-10-2018,24-10-2018,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Waco,Texas,76706,Central,FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,328.3992,65.67984,52.543872,Online,UPI,New,5,65.67984,
5177,CA-2017-148908,05-11-2017,08-11-2017,First Class,JH-15985,Joseph Holt,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,53.248,10.6496,8.51968,Retail,UPI,New,5,10.6496,
5178,CA-2017-123015,26-12-2017,30-12-2017,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,New York City,New York,10024,East,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,4.992,0.832,0.6656,Retail,Card,New,6,0.9984,
5179,US-2016-120502,13-04-2016,19-04-2016,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,90036,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,37.68,18.84,15.072,Online,Card,Returning,2,7.536,
5180,US-2016-120502,13-04-2016,19-04-2016,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,90036,West,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,258.576,25.8576,20.68608,Online,Cash,New,10,51.7152,
5181,US-2016-120502,13-04-2016,19-04-2016,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,90036,West,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,75.84,12.64,10.112,Online,UPI,New,6,15.168,
5182,CA-2018-108749,12-09-2018,15-09-2018,First Class,DJ-13510,Don Jones,Corporate,United States,Woonsocket,Rhode Island,2895,East,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,45.36,5.04,4.032,Retail,Cash,Returning,9,9.072,
5183,CA-2018-108749,12-09-2018,15-09-2018,First Class,DJ-13510,Don Jones,Corporate,United States,Woonsocket,Rhode Island,2895,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,45.78,5.7225,4.578,Online,Card,New,8,9.156,
5184,CA-2018-163335,24-09-2018,27-09-2018,First Class,AG-10675,Anna Gayman,Consumer,United States,Columbus,Georgia,31907,South,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,40.29,13.43,10.744,Retail,UPI,Returning,3,8.058,
5185,CA-2018-163335,24-09-2018,27-09-2018,First Class,AG-10675,Anna Gayman,Consumer,United States,Columbus,Georgia,31907,South,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,38.71,3.871,3.0968,Online,UPI,New,10,7.742,
5186,CA-2016-134719,10-10-2016,15-10-2016,Standard Class,JD-15790,John Dryer,Consumer,United States,Jacksonville,Florida,32216,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,900.816,720.6528,Online,Card,Returning,2,360.3264,
5187,US-2016-154389,27-11-2016,03-12-2016,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002789,Technology,Phones,LG Exalt,748.752,249.584,199.6672,Online,UPI,New,3,149.7504,
5188,CA-2016-115567,13-09-2016,18-09-2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Columbus,Indiana,47201,Central,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,199.96,49.99,39.992,Retail,UPI,Returning,4,39.992,
5189,CA-2016-115567,13-09-2016,18-09-2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Columbus,Indiana,47201,Central,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1516.2,252.7,202.16,Online,Cash,New,6,303.24,
5190,US-2018-136679,14-11-2018,18-11-2018,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Pasadena,Texas,77506,Central,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,167.952,20.994,16.7952,Retail,Card,Returning,8,33.5904,
5191,US-2018-136679,14-11-2018,18-11-2018,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Pasadena,Texas,77506,Central,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",45.04,7.506666667,6.005333333,Retail,UPI,New,6,9.008,
5192,US-2018-141943,05-05-2018,09-05-2018,Standard Class,DK-12985,Darren Koutras,Consumer,United States,San Francisco,California,94122,West,OFF-EN-10003448,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",23.16,2.573333333,2.058666667,Online,Cash,New,9,4.632,
5193,CA-2015-101560,28-11-2015,01-12-2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,397.6,132.5333333,106.0266667,Online,UPI,Returning,3,79.52,
5194,CA-2015-101560,28-11-2015,01-12-2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,85.96,17.192,13.7536,Online,UPI,New,5,17.192,
5195,CA-2015-101560,28-11-2015,01-12-2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,13.12,1.874285714,1.499428571,Online,Cash,New,7,2.624,
5196,CA-2015-101560,28-11-2015,01-12-2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",45.66,9.132,7.3056,Retail,UPI,New,5,9.132,
5197,CA-2015-159709,10-05-2015,15-05-2015,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,98031,West,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,15.813,12.6504,Online,UPI,Returning,10,31.626,
5198,CA-2015-159709,10-05-2015,15-05-2015,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,98031,West,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,6.228571429,4.982857143,Retail,Card,Returning,7,8.72,
5199,CA-2017-103982,03-03-2017,08-03-2017,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664,Central,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930.072,786.0144,628.81152,Retail,Card,New,5,786.0144,
5200,CA-2017-103982,03-03-2017,08-03-2017,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664,Central,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.304,0.256,0.2048,Online,Card,New,9,0.4608,
5201,CA-2017-103982,03-03-2017,08-03-2017,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,431.976,431.976,345.5808,Online,Card,New,1,86.3952,
5202,CA-2017-103982,03-03-2017,08-03-2017,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664,Central,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",41.72,10.43,8.344,Retail,Card,New,4,8.344,
5203,CA-2016-142454,15-08-2016,19-08-2016,Standard Class,RE-19450,Richard Eichhorn,Consumer,United States,Oakland,California,94601,West,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,104.23,34.74333333,27.79466667,Online,UPI,New,3,20.846,
5204,CA-2016-142454,15-08-2016,19-08-2016,Standard Class,RE-19450,Richard Eichhorn,Consumer,United States,Oakland,California,94601,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,70.26,8.7825,7.026,Retail,Cash,New,8,14.052,
5205,CA-2016-102016,12-09-2016,18-09-2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,1.028888889,0.823111111,Retail,UPI,New,9,1.852,
5206,CA-2016-102016,12-09-2016,18-09-2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",105.98,105.98,84.784,Online,Cash,Returning,1,21.196,
5207,CA-2016-102016,12-09-2016,18-09-2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1.24,0.62,0.496,Online,Card,New,2,0.248,
5208,CA-2016-102016,12-09-2016,18-09-2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,OFF-LA-10002043,Office Supplies,Labels,Avery 489,20.7,10.35,8.28,Retail,Cash,Returning,2,4.14,
5209,CA-2016-102016,12-09-2016,18-09-2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),28.9,5.78,4.624,Retail,Card,New,5,5.78,
5210,CA-2016-102016,12-09-2016,18-09-2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",27.18,5.436,4.3488,Online,Cash,Returning,5,5.436,
5211,CA-2016-156755,12-01-2016,18-01-2016,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",465.18,58.1475,46.518,Online,UPI,New,8,93.036,
5212,CA-2016-130876,12-05-2016,16-05-2016,Second Class,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10024,East,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,7.326,5.8608,Online,Card,Returning,5,7.326,
5213,CA-2017-145898,26-09-2017,26-09-2017,Same Day,CM-12445,Chuck Magee,Consumer,United States,Redlands,California,92374,West,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,6.43125,5.145,Retail,Cash,Returning,8,10.29,
5214,CA-2017-145898,26-09-2017,26-09-2017,Same Day,CM-12445,Chuck Magee,Consumer,United States,Redlands,California,92374,West,OFF-LA-10000262,Office Supplies,Labels,Avery 494,7.83,1.305,1.044,Online,Card,Returning,6,1.566,
5215,CA-2017-145898,26-09-2017,26-09-2017,Same Day,CM-12445,Chuck Magee,Consumer,United States,Redlands,California,92374,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,35.4,7.08,5.664,Retail,Card,Returning,5,7.08,
5216,CA-2017-145898,26-09-2017,26-09-2017,Same Day,CM-12445,Chuck Magee,Consumer,United States,Redlands,California,92374,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),29.9,3.7375,2.99,Retail,UPI,New,8,5.98,
5217,US-2018-159562,09-09-2018,15-09-2018,Standard Class,JB-16000,Joy Bell-,Consumer,United States,Roseville,Michigan,48066,Central,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,1.942222222,1.553777778,Online,Cash,New,9,3.496,
5218,CA-2018-134635,15-04-2018,17-04-2018,Second Class,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,79.14,7.914,6.3312,Online,Cash,Returning,10,15.828,
5219,CA-2018-167080,10-06-2018,14-06-2018,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,New York City,New York,10011,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,8.4,4.2,3.36,Retail,Cash,New,2,1.68,
5220,CA-2018-145653,01-09-2018,01-09-2018,Same Day,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,498.26,124.565,99.652,Retail,Cash,Returning,4,99.652,
5221,CA-2015-140487,14-06-2015,20-06-2015,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Detroit,Michigan,48234,Central,FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",212.94,21.294,17.0352,Retail,Card,Returning,10,42.588,
5222,CA-2018-117401,18-05-2018,22-05-2018,Second Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Missouri,65807,Central,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,78.54,62.832,Online,Card,Returning,9,141.372,
5223,CA-2018-117401,18-05-2018,22-05-2018,Second Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Missouri,65807,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,11.495,9.196,Online,UPI,Returning,10,22.99,
